,title,reviews_number,reviews_id,reviews_content
147,神探蒲松龄,14,xiaohei-80112,"I been a Jackie Chan fans since young. And this is the most lousy movie I have ever seen. Dragging storyline, lousy CGI, lame jokes .
Keep cruching my fist, feel like puching sandbags.feel now swearing now.
No one laugh in the theatre, some just keep observing their watch when it's time to end.
Most funny part is in the end, they use the cgi technology that I last time play ff8 in PS1 era.
Hope Jackie Chan will choose a better script and director next time.,Give my money back."
148,神探蒲松龄,15,ngoctan-43461,"The love story is sad, but in the end they always be together."
149,神探蒲松龄,16,ghatbkk,"Not sure what some of the reviewers expected. This is a kids film, and it is one made from a collection of Chinese folklore - kind of like Hansel & Gretel. Start with that precept, understand that folklore/fairy tales have a very specific set of precepts and there won't be any surprises.It's fun. It's entertaining. It's a kid's story."
150,神探蒲松龄,17,daisukereds,"This movie is a half traditional Chinese stories and half video game (CGI that sometimes looks great and sometimes doesn't). It's sort of traditional with lots of spiritual stuff. The production value is pretty high in some set-pieces, and the art direction in general is great. There are also animated cutscenes that are worth the watch (in a style similar to Yoshitaka Amano's art from Final Fantasy).Sadly, the movie is too silly at times, or too slow and boring in it's development for my taste. It has a very simplistic plot, but I imagine this would have been worth it if done correctly, which is a shame. Some minor parts I really enjoyed (almost everything with the ""demon ladies""). A very poor execution drags it down to the floor.As a Jackie Chan movie it has several action scenes.. that aren't memorable. He isn't as nimble or fun to watch anymore. Overuse of CGI (and I can't stress that enough) and noticeable cables being used in the choreography take you out of it. Also.. farts.All in all, I'll remember the short animated sequence, the lovely tragedy in it, and forget the rest."
151,神探蒲松龄,18,tkokbeng,"The most lousy Jackie Chan movie, boring story, lousy CGI. Make me sleeping through out from starting, leave seeing the show half way."
152,神探蒲松龄,19,eamiry,"I recommended this great movie
It's also good for children"
153,神探蒲松龄,20,stan_gee,"WTF was Jackie Chan thinking when they were making this trash ????? His Yen was wrapped so tight around his yang his eyeball were bulging. I've seen stupid Jackie Chan movies. before, this one is by far and wide, the dumbest piece of garbage he could have come up with. Let me save you a lot of time if you read reviews before watching movies, you'd be better entertained watch your dog chase his own tail. THIS REALLY SUCKED!!!!!!!!!!!!!!!!!!!!!!!!!"
154,神探蒲松龄,21,rube_lda,"If you're expecting a typical action movie like Marvel this isn't.
The movie is based on the chinese culture, about the demons of their mithology.
Could be better if the CGI was more developed but the kids will enjoy."
155,神探蒲松龄,22,lynnlorello-57252,"So happy to see Chan reach beyond his usual fare (as entertaining as that may be) with this more classic (if quaint) tale proving he's loaded with talent and ideas.
Lovely score, charming cast, evocative conceptual art, wonderful costuming & makeup. I thoroughly enjoyed this movie."
156,神探蒲松龄,23,nemanjamikicmikser,I enjoy watching every Jackie movie. This is nice Chinese Fantasy/Family movie.
157,神探蒲松龄,24,kosmasp,"If you are a fan of Jackie Chan you won't need me to tell you if you should watch this or not. His charme is enough to do the job. And it is obvious still how good he is - not just in his stunt work, but also in his comedic timing and acting. Something I remember not fully appreciating as much many years (decades) ago.But he's not alone here and his stunt work is not the main attraction ... well it is not supposed to be. I can see how some may feel it is in the end. A lot of wirework and a lot of CGI involved in this. Oh and quite a few masks can be seen in the outtakes/behind the scenes footage at the end of the movie - which is played during the credits and I can only recommend so much! Really worth seeing! Might also sway you to give this an extra point in your rating (not saying if that was the case with me too ...)"
